#_______________________________________________________________________________
#    ######   ####     ##             #####   #####     ##    #    #    ##
#    #       #        #  #            #    #  #    #   #  #   ##  ##   #  #
#    #####    ####   ######           #    #  #####   ######  # ## #  ######
#    #            #  #    #           #    #  #    #  #    #  #    #  #    #
#____######__#####___#____#___________#####___#____#__#____#__#____#__#____#____
#
#              ESA Debris Risk Assessment and Mitigation Analysis
#
#                      ---- DRAMA ( SESAM 2.3.0 ) ----
#                                      ESA 2018 
#
#                              trajectory history file
#-------------------------------------------------------------------------------
# Filename      : PySara.ADCS.e47378b3-1487-48d7-99ad-2143d6155f1d_Trajectory.txt
# RunID         : PySara
# ObjectID      : e47378b3-1487-48d7-99ad-2143d6155f1d
# ObjectName    : ADCS
# Content       : This file contains the trajectory state data of the object,
#                 computed by the DRAMA 3 Re-entry Analysis.
# Documentation : DRAMA Software User Manual, section OPERATIONS MANUAL / Normal operation / SARA / SARA Simulation Output / Re-entry simulation output
#
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#  Time [s]  Altitude [km]  Lat [deg]  Lon [deg]  Velocity [km/s]   Downrange [km]       Drag       Lift       Side    Knudsen       Mach  Flight Path [deg]  Heading [deg]  Density [kg/m^2]  DynPressure [Pa]   Load Factor [g]
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  1475.300          75.179    -52.770    -70.939            6.660        11419.404      0.660      0.000      0.000    0.01633   23.04607           -1.96385      196.00935         3.869e-05         8.588e+02         2.388e+00 
  1476.300          74.950    -52.827    -70.966            6.637        11425.972      0.659      0.000      0.000    0.01577   22.94047           -1.98880      196.02393         4.005e-05         8.827e+02         2.452e+00 
  1477.300          74.719    -52.883    -70.993            6.612        11432.517      0.658      0.000      0.000    0.01523   22.83271           -2.01427      196.03849         4.147e-05         9.074e+02         2.518e+00 
  1478.300          74.485    -52.940    -71.019            6.588        11439.037      0.658      0.000      0.000    0.01471   22.72274           -2.04026      196.05302         4.294e-05         9.327e+02         2.586e+00 
  1479.300          74.250    -52.996    -71.046            6.562        11445.533      0.657      0.000      0.000    0.01420   22.61048           -2.06680      196.06752         4.449e-05         9.588e+02         2.657e+00 
  1480.300          74.012    -53.051    -71.073            6.536        11452.003      0.657      0.000      0.000    0.01370   22.49562           -2.09389      196.08200         4.610e-05         9.856e+02         2.738e+00 
  1481.300          73.772    -53.107    -71.099            6.509        11458.447      0.657      0.000      0.000    0.01322   22.37710           -2.12158      196.09645         4.777e-05         1.013e+03         2.854e+00 
  1482.300          73.530    -53.163    -71.126            6.480        11464.864      0.657      0.000      0.000    0.01275   22.25458           -2.14988      196.11086         4.953e-05         1.041e+03         2.977e+00 
  1483.300          73.286    -53.218    -71.153            6.450        11471.251      0.656      0.000      0.000    0.01230   22.12783           -2.17882      196.12523         5.136e-05         1.070e+03         3.108e+00 
  1484.300          73.040    -53.273    -71.179            6.419        11477.609      0.656      0.000      0.000    0.01186   21.99663           -2.20844      196.13955         5.326e-05         1.099e+03         3.246e+00 
  1485.300          72.791    -53.327    -71.205            6.387        11483.935      0.656      0.000      0.000    0.01143   21.86072           -2.23878      196.15382         5.526e-05         1.128e+03         3.393e+00 
  1486.300          72.541    -53.381    -71.232            6.352        11490.228      0.656      0.000      0.000    0.01102   21.71984           -2.26986      196.16803         5.734e-05         1.158e+03         3.548e+00 
  1487.300          72.288    -53.435    -71.258            6.317        11496.487      0.656      0.000      0.000    0.01061   21.57372           -2.30173      196.18218         5.951e-05         1.189e+03         3.711e+00 
  1488.300          72.033    -53.489    -71.284            6.279        11502.710      0.656      0.000      0.000    0.01022   21.42208           -2.33443      196.19627         6.178e-05         1.220e+03         3.884e+00 
  1489.300          71.777    -53.542    -71.310            6.240        11508.895      0.656      0.000      0.000    0.00985   21.26457           -2.36801      196.21027         6.415e-05         1.251e+03         4.066e+00 
  1490.300          71.518    -53.596    -71.336            6.199        11515.041      0.656      0.000      0.000    0.00949   21.09151           -2.40251      196.22419         6.656e-05         1.281e+03         4.254e+00 
  1491.300          71.257    -53.648    -71.362            6.157        11521.145      0.656      0.000      0.000    0.00914   20.91200           -2.43798      196.23803         6.907e-05         1.311e+03         4.451e+00 
  1492.300          70.994    -53.700    -71.387            6.112        11527.206      0.656      0.000      0.000    0.00881   20.72610           -2.47449      196.25176         7.169e-05         1.341e+03         4.657e+00 
  1493.300          70.729    -53.752    -71.413            6.065        11533.222      0.656      0.000      0.000    0.00849   20.53354           -2.51208      196.26539         7.442e-05         1.371e+03         4.873e+00 
  1494.300          70.462    -53.804    -71.438            6.016        11539.190      0.656      0.000      0.000    0.00817   20.33404           -2.55083      196.27891         7.727e-05         1.401e+03         5.098e+00 
